id,username,created_at,sentiment,body
107136642,ChartMill,2018-01-02 08:43:05 EST-0500,,$TSLA: The Revenue has been growing by 91.90% on average over the past 5 years. This is a very strong growth! https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=FA&amp;utm_content=GROWTH&amp;utm_campaign=social_tracking#/TSLA?r=fa&amp;key=b3fb89e7-ce52-4df4-906a-b4ccaf80eec8
107136759,marketchameleonwins,2018-01-02 08:44:21 EST-0500,,"$TSLA  Premarket Session VWAP Statistics 
For 2-Jan-2018  https://marketchameleon.com/Overview/TSLA/VwapTable/Premarket"
107136983,tripplett,2018-01-02 08:46:47 EST-0500,,$TSLA I looked at a Honda Ridgeline too.  Base price of $29k but the one I wanted was $45k - plus $16k. Same thing all car companies do.
107137003,Sliver,2018-01-02 08:46:55 EST-0500,,$TSLA ....can they promote the 315-318 area and then set up the nasty weekly short via cheap puts?
107137892,ThePatrickBateman1,2018-01-02 08:55:52 EST-0500,,EV’s niche business. Best automakers (Germans) will CRUSH hapless $TSLA and #fanboys #tesla #driventomall
107138009,babysoros,2018-01-02 08:57:07 EST-0500,Bearish,$TSLA ELON IS A LYING BULLSHITTER WHO IS A FRAUD AND CONMAN&gt;ENRON PART 2
107138149,afernandez321,2018-01-02 08:58:08 EST-0500,,$TSLA so if Musk doesn&#39;t deliver 5K cars. What excuse are they going to use now. Cold weather. LOL
107138172,ThePatrickBateman1,2018-01-02 08:58:23 EST-0500,,"Established automakers like Porsche/Audi/ $VLKAY can manufacture, market and DELIVER.  $TSLA = DEAD #driventothemall"
107138191,amigobulls,2018-01-02 08:58:35 EST-0500,,$TSLA $WFC $BAC $CELG MACD turning bearish. Headwinds ahead? Check out the complete list of stocks here https://amigobulls.com/stocks-to-buy/best-stocks-to-buy-today/?ref=st_01_02
107138737,tripplett,2018-01-02 09:03:21 EST-0500,Bullish,$TSLA finally people can stop focusing on stupid panel gaps and focus on what really matters http://bit.ly/2p4SkSZ
107138756,Joe_Mama,2018-01-02 09:03:34 EST-0500,,"$TSLA Did that &quot;hair&quot; you were created from (according to your profile) come off your dad&#39;s nuts, or anus ?"
107139089,8lunch,2018-01-02 09:06:04 EST-0500,,$TSLA Does anybody know what time the model 3 report will be shared?
107139780,tripplett,2018-01-02 09:12:18 EST-0500,,$TSLA hat tip to all the bulls and bears here. We&#39;ve had our differences but here&#39;s to all of us making money in 2018.
107139987,filimon,2018-01-02 09:14:01 EST-0500,,$TSLA  not sure they can do it within trading hours. so after bell today or tomorrow.
107140106,Street_Insider,2018-01-02 09:14:50 EST-0500,,Loup Ventures&#39; Munster Predicts Tesla $TSLA Model 3 Production Will Ramp to 150K This Year https://www.streetinsider.com/Analyst+Comments/Loup+Ventures+Munster+Predicts+Tesla+%28TSLA%29+Model+3+Production+Will+Ramp+to+150K+This+Year/13641412.html
107141413,TheWhiteRabbit,2018-01-02 09:24:39 EST-0500,,$GBTC $TSLA.
107141429,TraderEquities,2018-01-02 09:24:47 EST-0500,,$TSLA Q4 Delivery still pending
107143006,ThePatrickBateman1,2018-01-02 09:34:56 EST-0500,Bearish,@tripplett If demand develops for EV Porsche/Audi/ $VLKAY will deliver lower price point EV.  That’s what great auto makers do. $TSLA = joke
107143026,4ProfitS,2018-01-02 09:35:02 EST-0500,Bullish,$TSLA and u shorts know what time it is
107143157,bobky,2018-01-02 09:35:45 EST-0500,Bullish,$TSLA heads up shorts. Cover today
107143163,gregorovics,2018-01-02 09:35:48 EST-0500,Bullish,$TSLA happy new year to all of you bears and bulls.
107143515,mschmitt7338,2018-01-02 09:37:43 EST-0500,Bullish,$TSLA The year of the Model 3 begins.
107144054,joel35,2018-01-02 09:40:33 EST-0500,Bullish,$TSLA The rise of Machines 2018 ! This will kill the competition with no Mercy this year .. Model3 will take TESLA to a new ATH.profit year!
107144273,bobky,2018-01-02 09:41:38 EST-0500,,$TSLA or after the ending bell today
107144285,TheWhiteRabbit,2018-01-02 09:41:42 EST-0500,,$TSLA Small spike out gate. Slow.
107144347,Lucid_Vision,2018-01-02 09:41:59 EST-0500,Bullish,$TSLA Let&#39;s GO Tesla baby!!! 2018 is all yours !
107144531,TraderEquities,2018-01-02 09:42:52 EST-0500,,$TSLA Loup Ventures&#39; Munster Predicts Tesla (TSLA) Model 3 Production Will Ramp to 150K This Year http://www.streetinsider.com/Analyst+Comments/Loup+Ventures+Munster+Predicts+Tesla+%28TSLA%29+Model+3+Production+Will+Ramp+to+150K+This+Year/13641412.html via @Street_Insider
107144638,MOMOPro,2018-01-02 09:43:36 EST-0500,,$TSLA has a new daily high at $316.2.
107144696,abdulfazil,2018-01-02 09:43:54 EST-0500,Bullish,$TSLA started to run
107144846,joel35,2018-01-02 09:44:41 EST-0500,Bullish,$TSLA produced 10k Model3 delivered over ~5k ..production ramp ahead of schedule.. game over dummies!
107144881,bobky,2018-01-02 09:44:52 EST-0500,Bullish,$TSLA few shorts trying to cover it seems
107144882,TheWhiteRabbit,2018-01-02 09:44:52 EST-0500,,"$TSLA Full 3-4pt move, nice."
107145247,TheWhiteRabbit,2018-01-02 09:46:53 EST-0500,,$TSLA 316.41 Friday&#39;s HOD. Just logging.
107145547,bobky,2018-01-02 09:48:37 EST-0500,Bullish,$TSLA shorts can cover now. Or over 340.00 after delivery numbers
107145950,jl_719,2018-01-02 09:50:35 EST-0500,Bullish,$TSLA let’s squeeze these pussies lol
107146117,Allocation,2018-01-02 09:51:18 EST-0500,,$TSLA where are the delivery amounts usually posted first?  Twitter?
107146241,EVisthefuture,2018-01-02 09:51:51 EST-0500,Bullish,$NFLX $TSLA love waking up to green
107146699,gregorovics,2018-01-02 09:54:14 EST-0500,Bullish,$TSLA he usually tweets around 18-19PM (CET). So another 3-4 hours until news.
107146929,AlexanderHandleton,2018-01-02 09:55:28 EST-0500,Bullish,$tsla blast offfff 🚀
107146980,bobky,2018-01-02 09:55:41 EST-0500,Bullish,$TSLA nice big buys going through
107147034,joel35,2018-01-02 09:55:56 EST-0500,Bullish,"$TSLA just cover !! But n what if .. link .. I don’t .. how! Just FKN Cover! 

Chanos your a$$ on the Grill soon MF!"
107147200,SLDTrader,2018-01-02 09:56:49 EST-0500,,$AAPL $FB $BABA $NVDA $NFLX $TSLA $BA $GS $LMT where are those doom predictors from last friday?
107147256,HBMC,2018-01-02 09:57:09 EST-0500,Bearish,"$TSLA Remember folks Chanos is a billionaire, and he&#39;s done it the hard way...zero hype... this puppy will grow up to be a dog!"
107147407,Kidbuffett,2018-01-02 09:57:55 EST-0500,Bullish,$TSLA Bull market again
107147508,4ProfitS,2018-01-02 09:58:27 EST-0500,Bullish,$TSLA and u know this man....
107147515,Joe_Mama,2018-01-02 09:58:29 EST-0500,Bullish,$TSLA But but but Chanos But but but billionaire. #dieshorts
107147550,SLDTrader,2018-01-02 09:58:39 EST-0500,,$AAPL $FB $BABA $NVDA $NFLX $TSLA $BA $GS $LMT  do not try to out-smart market by calling your prediction base on your technical trading
107147572,MOMOPro,2018-01-02 09:58:45 EST-0500,,$TSLA has a new daily high at $317.71.
107147650,bobky,2018-01-02 09:59:12 EST-0500,Bullish,$TSLA maybe 320.00 plus today
107147693,dowjonsin,2018-01-02 09:59:29 EST-0500,,$TSLA put time
107147789,FlynancialAnalyst,2018-01-02 10:00:03 EST-0500,Bullish,Good start $IBB $HTHT $JP $TSLA $HIIQ $ASYS
107148002,joel35,2018-01-02 10:00:58 EST-0500,Bullish,$TSLA this will fly past $320 today!
107148118,lk12,2018-01-02 10:01:41 EST-0500,,$AMZN $TSLA $FB $NVDA $GOOG $NFLX $AAPL Amazon says more than 5 billion items were shipped with Prime in 2017. whoa https://www.marketwatch.com/story/amazon-says-more-than-5-billion-items-were-shipped-with-prime-in-2017-2018-01-02?link=MW_latest_news
107148154,joel35,2018-01-02 10:01:51 EST-0500,Bullish,$TSLA $340 tomorrow!
107148183,TraderDevelopmentProgram,2018-01-02 10:02:00 EST-0500,Bullish,$TSLA $FB on fire today! caught them both into morning dips
107148203,bidnask81,2018-01-02 10:02:06 EST-0500,Bullish,$TSLA Delta for my calls getting close to 40. See this test $340 before correcting. Great start to new year. Bulls
107148485,st687,2018-01-02 10:03:30 EST-0500,,$TSLA I have a price target in mind for TSLA. It&#39;s a round number. A very round single digit.  The great Chanos will cover under $1.
107148556,bobky,2018-01-02 10:03:56 EST-0500,Bullish,$TSLA nice volume so far. Almost 1 million in 30 minutes
107148625,Henry2013,2018-01-02 10:04:15 EST-0500,,$TSLA getting close to our swing target exit
107148628,wgnj,2018-01-02 10:04:15 EST-0500,Bearish,$TSLA can somebody explain to me..how can a co. burning through investors cash be worth 50bln??? fraud!!!
107148655,gregorovics,2018-01-02 10:04:23 EST-0500,Bullish,$TSLA se ya @ 380! https://m.popkey.co/a9f22f/ODKl_f-maxage-0.gif
107148737,timmy2,2018-01-02 10:04:48 EST-0500,Bearish,$TSLA yes he will. And so will you.
107148806,ModelsandBottles,2018-01-02 10:05:05 EST-0500,,$TSLA delivery numbers will come out and the rug will be pulled out from under them. Stay away!
107148824,wgnj,2018-01-02 10:05:10 EST-0500,Bearish,$TSLA when s.. hits the fan..this will get beaten soooo badly. Get ready boys and girls!
107148886,antichartjunk,2018-01-02 10:05:29 EST-0500,,Top 10 ACJ Week 1 https://antichartjunk.com/2018/01/02/week-1-1-1-18/ movers w/ above average volume to start 2018 $ATHM $SEND $WB $JD $GBTC $NFLX $EDU $BABA $BIDU $TSLA
107148905,tripplett,2018-01-02 10:05:36 EST-0500,Bullish,$TSLA people starting new positions for the new year.  Nice positive day. Tomorrow&#39;s direction is the real question.
107149450,nastynate1,2018-01-02 10:08:01 EST-0500,,$TSLA yeah baby
107149631,Joe_Mama,2018-01-02 10:08:51 EST-0500,Bullish,$TSLA Bears luv covering over $325
107151190,Street_Insider,2018-01-02 10:17:08 EST-0500,,Tesla $TSLA being helped by this bullish IHS autonomous vehicle forecast (+2%) https://www.streetinsider.com/Corporate+News/Autonomous+Vehicle+Sales+to+Surpass+33M+Annually+by+2040+-IHS+Markit+%28INFO%29+/13642397.html
107151202,TradeKast,2018-01-02 10:17:13 EST-0500,,"$TSLA High probability short here but I&#39;m not touching this, long or short, until after delivery numbers are released"
107151530,joel35,2018-01-02 10:18:53 EST-0500,Bullish,"$TSLA Model3 a true smart phone on wheels ! A mind blower makes the future feel normal 

https://www.google.com/amp/s/jalopnik.com/the-tesla-model-3-makes-the-future-feel-normal-1821684820/amp"
107151697,tripplett,2018-01-02 10:19:48 EST-0500,Bullish,$TSLA looking at the chart it will have some resistance getting through to $320 from here but if it does...
107151925,MuskStateOfMind,2018-01-02 10:21:02 EST-0500,Bullish,"$TSLA assuming weekly rate of 1500 end of dec, for month, TSLA should have delivered about 2300 M3. Big jump from 345 M3 delivered for Nov."
107152114,profit_guru,2018-01-02 10:22:09 EST-0500,,$TSLA - shorts finding the closest exit to run and never turn around
107152288,TheWhiteRabbit,2018-01-02 10:23:14 EST-0500,,$TSLA Surprised this moved so much. Classic move.
107152443,lk12,2018-01-02 10:24:10 EST-0500,,$AMZN $TSLA $FB $NVDA $GOOG $NFLX $AAPL man what a move on nflx. that move is like $50 pre-split. wish it did this move couple of weeks ago
107153565,bobky,2018-01-02 10:29:53 EST-0500,Bullish,$TSLA thoughts???? https://www.msn.com/en-us/money/travel/abe-to-pyongyang-tesla-sold-to-japan-automaker/vi-BBHLNUT
107153690,EVisthefuture,2018-01-02 10:30:30 EST-0500,Bullish,$TSLA Delivery numbers today?
107153705,LawVol,2018-01-02 10:30:36 EST-0500,Bearish,$TSLA and back it down it goes...
107154128,wgnj,2018-01-02 10:32:55 EST-0500,,"$TSLA tesla semi is the biggest joke of 2017...look at eforce, looks at merc. tesla way behind and just lying in ppl&#39;s faces"
107154327,wgnj,2018-01-02 10:34:08 EST-0500,Bearish,$TSLA musk will run for the hills once this starts crashing.
107154440,bobky,2018-01-02 10:34:48 EST-0500,,$TSLA due by the 3rd. Hope they do it after the bell today
107154526,GrindTime,2018-01-02 10:35:09 EST-0500,,$QQQ awesome rally due to tech stocks $AMZN $FB $NVDA $BABA $TSLA
107154790,HavingFunToo,2018-01-02 10:36:30 EST-0500,,$TSLA when does the auto sales report come out?
107154924,MuskStateOfMind,2018-01-02 10:37:19 EST-0500,Bullish,$TSLA I hate shorts as much as I hate T. So please don&#39;t reply to my threads. TSLA will be 550 by Dec/18. Suck on that shorties.
107155065,bobky,2018-01-02 10:38:04 EST-0500,,$TSLA due by the 3rd.
107155285,Nalc542,2018-01-02 10:39:19 EST-0500,,$TSLA going to buy some weekly $300 puts. Delivery numbers should not be good. We shall see.
107155323,bobky,2018-01-02 10:39:29 EST-0500,Bullish,$TSLA churning around 317.00 for next leg up. Shorts will want to cover before the close. 320.00 plus late today
107155353,trescool,2018-01-02 10:39:41 EST-0500,Bullish,$TSLA  sold at 317.43 from my 313.21 entry.  Sitting out Q4 numbers tomorrow. Just wanted to do a quick flip w/the hype into it.  GL longs.
107155534,trescool,2018-01-02 10:40:48 EST-0500,Bullish,$TSLA If they meet or exceed this will rocket w/short covering.  Might be worth a gamble call option play.
107155588,EVisthefuture,2018-01-02 10:41:03 EST-0500,Bullish,$TSLA showed my aunt and uncle the model 3 last week and they just ordered today!
107155648,JSears68,2018-01-02 10:41:20 EST-0500,Bearish,$TSLA still below the 7MA on the daily... and petered out there... not a good sign
107155833,EVisthefuture,2018-01-02 10:42:24 EST-0500,Bullish,"$TSLA preorder number is at 561,436 http://model3counter.com"
107155910,afernandez321,2018-01-02 10:42:50 EST-0500,,$TSLA I was told two days ago to look out for 72hrs for their reports on deliveries. Can anyone one confirm?
107155981,On_pphire,2018-01-02 10:43:13 EST-0500,,$FCEL $tsla $bldp $plug fuel cell hydrogen
107156198,HavingFunToo,2018-01-02 10:44:24 EST-0500,Bearish,$TSLA Looking weak.
107157875,MuskStateOfMind,2018-01-02 10:53:48 EST-0500,Bullish,"$TSLA I will get M3 in April. Shortly after, I will reserve a AWD M3 and get rid of my other ICE cars. I think lots will do the same."
107158093,bobky,2018-01-02 10:54:57 EST-0500,Bullish,$TSLA https://www.investopedia.com/news/teslas-stock-see-high-volatility-option-trades-show/?partner=YahooSA&amp;yptr=yahoo
107158378,bobky,2018-01-02 10:56:34 EST-0500,,$TSLA there was a press report about 3 weeks ago. In the report it said.  Due out by the 3rd. Of Jan
107158773,mcmuggets,2018-01-02 10:58:54 EST-0500,Bullish,$TSLA How&#39;s the PAIN shorts?  Hint: this is just the tip going in.
107159417,tripplett,2018-01-02 11:02:20 EST-0500,,"$TSLA hmm, I think even if the numbers are good shorts would double up on any pops. May try weekly puts at HOD."
107159490,bobky,2018-01-02 11:02:50 EST-0500,Bullish,$TSLA If the beat delivery numbers and Musk talks about the bottleneck is over the the 3. This will be over 350.00 by Friday.
107159921,Economies,2018-01-02 11:05:22 EST-0500,,$TSLA  Tesla returns lower  http://www.economies.com/stocks/united-states-analysis/tesla-returns-lower---analysis---02-01-2018-46256
107160135,bobky,2018-01-02 11:06:31 EST-0500,Bullish,$TSLA also remember. Deliveries are due by the 3rd. Does not mean they cannot come out a little early after the bell. And catch shorts big
107160237,ChartMill,2018-01-02 11:07:05 EST-0500,,"Although the technical rating is only medium, $TSLA does present a nice setup opportunity. We see reduced volat ... https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=TA&amp;utm_content=SETUP&amp;utm_campaign=social_tracking#/TSLA?key=b3fb89e7-ce52-4df4-906a-b4ccaf80eec8"
107160795,TheWhiteRabbit,2018-01-02 11:10:15 EST-0500,,$TSLA HOD. $NFLX Clean 201 HOD. $AMZN $GOOGL $NVDA
107160825,cybercash28,2018-01-02 11:10:25 EST-0500,,Accumulate $BABA $FB $WB $YY $AVGO $NVDA $PYPL $LRCX $BAX $EW $ALGN $IPGP .. etc &amp; sleep well ! Uknow them all by now following me ! $TSLA
107161168,pitkineagle,2018-01-02 11:12:14 EST-0500,,$TSLA Is Tesla buying WNDW?  Up 24% today.  SolarWindow Technology just what SolarCity needs to stay competitive
107161236,joel35,2018-01-02 11:12:37 EST-0500,Bullish,$TSLA $AAPL to entertain the idea of buying TESLA or percentage vs $NFLX CNBC
107161283,cybercash28,2018-01-02 11:12:56 EST-0500,,@Kndihopefull $TSLA  etc . I love to see U in my Notification box :) Take care !
107161334,danshep55,2018-01-02 11:13:12 EST-0500,,$TSLA strong as bull today 319 build measured 321 daily
107161434,MOMOPro,2018-01-02 11:13:48 EST-0500,,$TSLA has a new daily high at $319.24.
107161462,abaris,2018-01-02 11:13:56 EST-0500,,$TSLA 
107161498,joel35,2018-01-02 11:14:07 EST-0500,,$TSLA $AAPL $NFLX conclusion TESLA is a safer bet for $AAPL .. CNBC now!
107161636,t3vor,2018-01-02 11:14:52 EST-0500,Bullish,$TSLA Bears be like
107161663,LawVol,2018-01-02 11:14:59 EST-0500,Bearish,$TSLA oh nice some more nonsensical pumping...how cute
107161681,TheWhiteRabbit,2018-01-02 11:15:03 EST-0500,,$TSLA 7.5pts through PM HOD.
107161710,bobky,2018-01-02 11:15:17 EST-0500,Bullish,$TSLA there she goes!!
107161801,morgan99,2018-01-02 11:15:51 EST-0500,Bullish,$TSLA 320 babey! Woohoo
107161827,bobky,2018-01-02 11:16:03 EST-0500,Bullish,$TSLA either shorts covering.  Or delivery news leak
107161871,joel35,2018-01-02 11:16:17 EST-0500,Bullish,"$TSLA like I said in my Call out for 2018 .. $AAPL will make the move and start talking to TESLA ..

Mark it down plz!"
107162077,EVisthefuture,2018-01-02 11:17:27 EST-0500,Bullish,$TSLA lol where did that clown from the morning go? Jimmy boy where are you
107162118,KashChick,2018-01-02 11:17:42 EST-0500,Bullish,"$TSLA great way to bring in the New Year, 2018 is our year Longs ❤️"
107162221,joel35,2018-01-02 11:18:15 EST-0500,Bullish,@illianamike no brainer man $Apple can only be saved by $TSLA ..otherwise it is downhill from there for $AAPL
107162231,morgan99,2018-01-02 11:18:19 EST-0500,Bullish,$TSLA Look at that sea of green comments 😁
107162272,danshep55,2018-01-02 11:18:31 EST-0500,,$TSLA and still #beststockevaaa https://twitter.com/danshep55/status/948225673704951809
107162276,jinkang,2018-01-02 11:18:32 EST-0500,Bearish,$TSLA get ready for the pain on the vehicle report
107162379,EVisthefuture,2018-01-02 11:19:09 EST-0500,Bullish,$TSLA LOL more like you dumb idiots and your pumper chanos
107162941,swiftTrades,2018-01-02 11:22:19 EST-0500,,$TSLA when is the report coming out? Got a small call Jan position
107162948,dowjonsin,2018-01-02 11:22:22 EST-0500,Bearish,$TSLA bombs away
107163020,4ProfitS,2018-01-02 11:22:50 EST-0500,Bullish,$TSLA watch model 3 go on space x rocket
107163031,anky7544,2018-01-02 11:22:54 EST-0500,,@FirstAtlanta $TSLA above $320 today. You can still keep watching and telling me not a buy signal. lol
107163071,Stockmarketinvesting,2018-01-02 11:23:09 EST-0500,Bullish,$TSLA https://www.youtube.com/watch?v=fEnP6VrvrEo
107163106,bobky,2018-01-02 11:23:19 EST-0500,,$TSLA no later than tomorrow
107163214,bigskings,2018-01-02 11:23:59 EST-0500,,$ES_F $SPY $NQ_F $QQQ $TSLA  JUST buy buy buy!!  Buy every dip you see.!  All time high coming this week.
107163268,bobky,2018-01-02 11:24:15 EST-0500,,$TSLA $AAPL saw that on CNBC
107163483,joel35,2018-01-02 11:25:32 EST-0500,Bullish,$TSLA Longs stay on board .. good news coming .. just be patient and let it rid back up!
107163637,TradeToInvest1,2018-01-02 11:26:27 EST-0500,,$TSLA Is this the pump before the equity offering?
107163707,MOMOPro,2018-01-02 11:26:52 EST-0500,,$TSLA has a new daily high at $320.75.
107163714,SIMPLELOGICGL,2018-01-02 11:26:58 EST-0500,Bullish,$TSLA just now announced target is going to met by feb? Omg according to $MS report bull case PT 647 If real target met
107164157,OptionsGurusMaster,2018-01-02 11:29:32 EST-0500,Bullish,$TSLA morning pop makes me wanna sell and buy in at lower?
107164263,LawVol,2018-01-02 11:30:06 EST-0500,Bearish,$TSLA REMEMBER WHEN ELON LIED? AND CONTINUES TO LIE?
107164276,joebianco32,2018-01-02 11:30:09 EST-0500,Bullish,$TSLA watch out here comes the Wardenclyffe Tower lol
107164376,OptionChallenge,2018-01-02 11:30:39 EST-0500,,$NVDA dow continues to fade.. got a feeling some high flying tech might lose steam $tsla $nflx $aapl
107164389,TheWhiteRabbit,2018-01-02 11:30:43 EST-0500,,$TSLA Approaching full 10pts through PM HOD.
107164429,bobky,2018-01-02 11:30:53 EST-0500,,$TSLA $MS link?
107164518,bobky,2018-01-02 11:31:21 EST-0500,Bullish,$TSLA wow!!  Something has leaked
107164579,LawVol,2018-01-02 11:31:46 EST-0500,Bearish,$TSLA REMEMBER HOW THEY WERE SUPPOSED TO BE PROFITABLE?
107164709,Sliver,2018-01-02 11:32:36 EST-0500,,$TSLA .....calls = BINGO!!!!  What an amazing power popper this morning!
107164714,daduriver,2018-01-02 11:32:38 EST-0500,,$TSLA  Someone explain this situation to me.
107164719,TeresaTrades,2018-01-02 11:32:39 EST-0500,,$TSLA bullish activity ahead of production numbers this week
107164735,dowjonsin,2018-01-02 11:32:46 EST-0500,Bearish,$TSLA     dow going red  LOLOLOL
107164737,su24,2018-01-02 11:32:46 EST-0500,,$TSLA Yeap 😀👍🏽
107164832,MariaC82,2018-01-02 11:33:19 EST-0500,,$TSLA Sometimes those small sweeps work out beautifully! #FollowTheFlow #ProtectYourProfits #StayGreen 😘
107164833,HavingFunToo,2018-01-02 11:33:19 EST-0500,Bearish,"$TSLA This ain’t gonna end well for longs, I’m afraid. Hype hype! Buy the hype."
107165061,jinkang,2018-01-02 11:34:43 EST-0500,Bearish,"$TSLA smart to buy puts now, the hype on nothing won&#39;t last too long"
107165153,36CHAMBERS,2018-01-02 11:35:17 EST-0500,,$TSLA  when everyone was scared looking for 300 lol  what&#39;s toshort say Dumb Dumb go Dumb
107165158,EVisthefuture,2018-01-02 11:35:19 EST-0500,Bullish,$TSLA LOL 90% of the bears on this board have gone back into there hole so much for there &quot;its going bust theories&quot;
107165353,4ProfitS,2018-01-02 11:36:26 EST-0500,Bullish,$TSLA $AMD
107165389,TheWhiteRabbit,2018-01-02 11:36:38 EST-0500,,$TSLA 11.11pt day to daily 9ema. Nice move. Surprised.
107165577,TradeKast,2018-01-02 11:37:48 EST-0500,,"$TSLA Quarterly pivot at 322. If it reverses tomorrow after delivery numbers, look for it hit 281 before earnings"
107165854,Sliver,2018-01-02 11:39:46 EST-0500,,It may be time to short the living bell out of $TSLA and WYNN???  Hmmm...what will they decide to do???  Street Power!
107165856,bobky,2018-01-02 11:39:47 EST-0500,,$TSLA waiting on the Q vehicle delivery numbers. Due out tomorrow
107165870,LawVol,2018-01-02 11:39:54 EST-0500,Bearish,$TSLA no one has told me where all of this money is coming from to fund this ponzi...THEY HAVE LESS THAN 3 BIL LEFT IN CASH...
